# File Name: C:\Users\Valls-testedDX\Desktop\n61_16.11.21_Advance_miRNA_RT-PCR_Neurognos_Copy.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 3 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 272323343
# Instrument Serial Number: 272323343
# Heated Cover Serial Number:
# Block Serial Number: 19041571
# Run Start Date/Time: 2021-11-16 10:47:06 AM CLST
# Run End Date/Time: 2021-11-16 11:23:49 AM CLST
# Run Duration: 36 minutes 42 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2021-11-16 11:39:36 AM CLST
# Software Name and Version: Design & Analysis Software v2.5.1
# Plugin Name and Version: Primary Analysis v1.6.0, Standard Curve v1.5.1
# Exported On: 2021-12-15 10:48:38 AM CLST
"Well","Well Position","Cycle Number","X1_M1","X3_M3","X2_M2","X4_M4"
"29","C5","13","166206.92","22929.332","15538.09","184395.31"
"30","C6","13","138431.95","18737.66","13504.885","148423.64"
"31","C7","13","-7554.674","-779.62213","286.46384","-114.82267"
"32","C8","13","-8019.8745","-75.42324","-207.44211","-295.2366"
"33","C9","13","-6504.7144","150.58585","-54.803276","-358.8142"
"34","C10","13","-8477.082","-769.9187","-160.55113","-533.0462"
"35","C11","13","-9937.033","-741.4902","165.99277","-1233.7914"
"36","C12","13","-8969.533","-308.57724","-98.93626","-530.74695"
"37","D1","13","172420.84","18191.791","21710.709","201263.72"
"38","D2","13","166266.33","18761.316","18432.11","190842.16"
"39","D3","13","168127.61","21858.71","17681.916","193859.92"
"40","D4","13","-6872.4717","-603.67114","-39.790092","560.61804"
"41","D5","13","-12471.008","-649.20215","-767.8493","-921.21216"
"42","D6","13","-7224.7314","-90.19008","-867.7785","-116.32838"
"43","D7","13","-4691.2773","-312.77234","-13.008558","-105.43897"
"44","D8","13","-7383.5933","-705.4058","-46.78403","-328.02734"
"45","D9","13","-7554.763","95.28535","58.967052","-628.8453"
"46","D10","13","-6954.856","-135.33719","-116.81564","104.740585"
"47","D11","13","-11740.525","-1003.5085","-561.37067","-632.83795"
"48","D12","13","-10273.583","473.86874","331.1987","-300.8095"
"49","E1","13","168822.16","17419.68","21528.695","201519.4"
"50","E2","13","170253.06","18686.682","19759.12","200742.11"
"51","E3","13","165926.97","20754.85","16826.674","190957.67"
"52","E4","13","-6984.7246","-204.01195","-182.46805","358.04602"
"53","E5","13","-4371.253","-260.5206","177.706","-137.7047"
"54","E6","13","-3978.6873","-110.37373","-271.74603","-423.41028"
"55","E7","13","-4936.465","-124.37234","-444.68863","25.883091"
"56","E8","13","-8964.52","101.48417","-628.24567","155.42798"
"57","E9","13","-3572.132","-2.2472916","666.9035","428.29022"
"58","E10","13","-5635.714","-66.116165","-149.70581","-466.92416"
"59","E11","13","-8694.211","-494.59497","-738.1763","-753.4364"
"60","E12","13","-13187.34","-504.0886","-334.09033","-576.7325"
"61","F1","13","169210.47","17124.928","22379.51","196480.22"
"62","F2","13","160424.97","18312.875","19249.783","189847.0"
"63","F3","13","166363.53","20401.12","17392.664","192676.27"
"64","F4","13","-10837.665","-23.942295","182.57452","-214.80379"
"65","F5","13","-4677.4546","101.6832","869.2177","584.48883"
"66","F6","13","-11811.662","-1184.199","-790.38196","-872.84924"
"67","F7","13","-9168.506","-565.03125","198.63219","-570.64764"
"68","F8","13","-4849.921","-214.07436","580.74005","328.30634"
"69","F9","13","-4046.4436","108.81882","608.2869","-78.980995"
"70","F10","13","-7584.6","-287.81458","-83.07144","321.76065"
"71","F11","13","-9888.267","-488.85712","99.286934","-643.8782"
"72","F12","13","-12446.304","-885.4395","277.91248","-710.3772"
"73","G1","13","168780.12","16834.932","23664.545","201616.3"
"74","G2","13","174678.27","18225.176","20910.031","200523.62"
"75","G3","13","165957.12","19154.244","18293.29","196723.95"
"76","G4","13","-8907.587","-593.9798","-380.3566","876.0507"
"77","G5","13","-11065.8125","-796.97363","-590.91614","-117.99652"
"78","G6","13","-7510.6313","-422.6124","-857.7098","659.9431"
"79","G7","13","-5315.4634","-222.89569","331.84595","533.0107"
"80","G8","13","-7033.1724","72.06696","-357.0432","-734.37317"
"81","G9","13","-6593.545","150.82747","764.0256","1639.8778"
"82","G10","13","-11528.818","-587.82074","-437.23764","-617.75146"
"83","G11","13","-9848.364","-781.7698","517.9116","-71.32558"
"84","G12","13","-13057.354","-1323.8063","397.44046","-476.9069"
"85","H1","13","174746.28","16642.375","27411.451","204752.34"
"86","H2","13","164020.34","16498.32","21919.77","195093.38"
"87","H3","13","159874.0","17861.203","19653.193","192265.58"
"88","H4","13","-7007.266","-183.11209","458.4885","925.96063"
"89","H5","13","-874.96387","17.827873","1406.4208","576.12274"
"90","H6","13","-8583.059","799.28015","385.62762","163.50034"
"91","H7","13","-13573.3955","-214.67947","-904.5418","-1672.3644"
"92","H8","13","-9932.536","242.4763","538.0983","-921.68274"
"93","H9","13","-16218.555","-610.1181","363.10117","-216.91641"
"94","H10","13","-10598.994","192.06403","708.3989","289.2065"
"95","H11","13","-10712.191","-629.9978","-379.482","-1495.983"
"96","H12","13","-6488.8765","274.00644","1251.9216","-408.43204"
"1","A1","14","160000.3","13007.704","22567.346","183682.56"
"2","A2","14","170366.1","17510.533","21637.902","198623.23"
"3","A3","14","169832.9","18844.895","19988.12","197110.19"
"4","A4","14","157559.0","18971.188","17307.69","181552.6"
"5","A5","14","154544.33","19402.195","15284.361","179188.89"
"6","A6","14","148372.25","20289.645","14950.488","174864.39"
"7","A7","14","-5430.8955","-399.6138","-1030.01","-100.624405"
"8","A8","14","-1082.5349","557.8158","207.36534","1222.2274"
"9","A9","14","-6954.4194","-201.28488","-617.711","605.3464"
"10","A10","14","-4931.182","441.0748","169.03313","1089.345"
"11","A11","14","-3079.4868","478.42578","905.7085","315.51212"
"12","A12","14","-3592.4414","1210.107","736.8173","1419.8574"
"13","B1","14","234050.86","16738.072","32017.344","200565.14"
"14","B2","14","230823.44","18290.324","28270.266","199492.16"
"15","B3","14","230546.48","21165.283","25348.5","196725.66"
"16","B4","14","153855.31","21497.264","15665.671","187167.14"
"17","B5","14","151600.31","20797.86","13951.499","175417.7"
"18","B6","14","167543.47","22946.035","15819.542","189875.83"
"19","B7","14","-3828.7214","1036.7637","-27.673763","-282.69254"
"20","B8","14","-5823.678","228.9391","-543.39056","-306.83188"
"21","B9","14","3030.9844","-127.19113","165.4404","-281.09262"
"22","B10","14","-7313.88","566.3342","-328.4019","-274.75885"
"23","B11","14","-3470.9238","22.377056","-184.30658","-29.750494"
"24","B12","14","-10717.623","800.15607","698.7034","-928.2986"
"25","C1","14","189078.45","17618.963","24700.332","203436.23"
"26","C2","14","185118.44","19213.611","20846.484","197318.17"
"27","C3","14","183652.44","20810.352","19553.432","196298.16"
"28","C4","14","160624.52","21515.47","15908.708","187447.58"
"29","C5","14","165076.23","22452.66","15116.708","184442.36"
"30","C6","14","137773.45","18537.785","13860.701","148106.45"
"31","C7","14","-9015.057","-906.54346","338.4031","-94.47537"
"32","C8","14","-8261.51","-18.263304","-632.8967","-127.27294"
"33","C9","14","-7364.133","-103.35236","-78.028435","-296.2715"
"34","C10","14","-8648.399","-570.3889","-277.39963","-525.1477"
"35","C11","14","-10387.831","-1311.1289","-362.32553","-1406.505"
"36","C12","14","-10609.96","-428.71512","-524.0999","-935.3719"
"37","D1","14","174312.34","17871.11","22132.322","201208.64"
"38","D2","14","167423.0","18645.629","18876.428","191192.47"
"39","D3","14","169551.19","21476.184","17681.713","193132.98"
"40","D4","14","-6081.2314","-382.73236","180.49698","659.8651"
"41","D5","14","-12957.199","-471.07568","-538.8359","-934.2868"
"42","D6","14","-7105.296","-334.74487","-674.74664","10.912411"
"43","D7","14","-4016.2664","-224.05357","-349.7204","103.13983"
"44","D8","14","-7366.2705","-643.59204","-624.9087","-285.4944"
"45","D9","14","-6792.045","259.7546","-239.99898","-386.15857"
"46","D10","14","-6344.042","44.1256","-187.96082","476.9499"
"47","D11","14","-11342.88","-1024.1625","-984.29816","-115.96345"
"48","D12","14","-8932.84","335.32443","20.903774","-14.324109"
"49","E1","14","170753.05","16513.434","22085.316","201059.1"
"50","E2","14","171838.1","19263.44","19955.357","200335.38"
"51","E3","14","166712.14","20278.742","16483.217","190894.31"
"52","E4","14","-6765.3667","-466.42496","67.46189","-264.96118"
"53","E5","14","-4539.128","-385.3964","278.7117","-113.645515"
"54","E6","14","-3422.152","-622.01306","69.60851","-807.332"
"55","E7","14","-4875.145","-272.2193","-377.36963","261.62366"
"56","E8","14","-8133.1763","-11.660265","-270.49738","-2.5644262"
"57","E9","14","-3826.2952","-104.93568","964.0005","428.7216"
"58","E10","14","-5472.543","-152.33649","-505.417","-432.30893"
"59","E11","14","-9570.01","-776.94696","-750.1236","-154.63815"
"60","E12","14","-13000.556","-1308.5577","-815.1013","-1002.2383"
"61","F1","14","169367.9","17362.363","21847.553","196847.73"
"62","F2","14","161376.7","18193.322","18914.188","189824.05"
"63","F3","14","166331.25","20525.225","17295.7","192568.34"
"64","F4","14","-10311.282","-113.83337","53.23815","-153.22237"
"65","F5","14","-4177.6914","-50.23696","679.73267","658.24524"
"66","F6","14","-11847.737","-1011.3544","-850.9788","-1161.496"
"67","F7","14","-9478.362","-230.16817","-171.6848","-513.41034"
"68","F8","14","-4666.2754","-32.261265","423.3101","135.81317"
"69","F9","14","-5340.012","-87.74071","231.32489","308.50256"
"70","F10","14","-7790.5054","-332.76816","-24.497541","417.93677"
"71","F11","14","-9852.999","-390.07254","36.857334","-291.2792"
"72","F12","14","-12015.131","-678.9703","-31.049324","-798.5052"
"73","G1","14","169432.62","16611.229","23176.438","201588.92"
"74","G2","14","175098.72","17708.172","20786.94","200081.38"
"75","G3","14","166941.39","18791.074","18386.697","196095.45"
"76","G4","14","-8818.194","-794.50446","-474.0105","1006.707"
"77","G5","14","-10955.564","-750.8305","-792.4178","-72.500244"
"78","G6","14","-7791.499","-214.64333","-391.31415","499.44763"
"79","G7","14","-5477.0317","-228.01785","223.16031","606.68994"
"80","G8","14","-7870.168","10.514585","-25.12233","-920.04755"
"81","G9","14","-6084.832","294.72784","622.30066","1584.159"
"82","G10","14","-11101.133","-177.74194","-876.32794","-364.2357"
"83","G11","14","-9422.61","-799.3697","186.79515","-292.5611"
"84","G12","14","-13795.97","-1516.0153","45.20218","-590.31683"
"85","H1","14","173034.39","16416.074","27030.723","204176.19"
"86","H2","14","164609.0","16712.09","21691.875","194849.12"
"87","H3","14","160634.83","18174.258","20242.807","192381.92"
"88","H4","14","-6572.7305","203.99847","624.5702","1498.8071"
"89","H5","14","-939.7712","121.68584","2040.6761","327.31174"
"90","H6","14","-9201.688","805.16327","800.41876","485.06204"
"91","H7","14","-12624.916","-89.1585","-742.52075","-1333.5219"
"92","H8","14","-9793.709","214.67561","126.71113","-920.3267"
"93","H9","14","-17155.354","-1136.6388","411.9235","-218.09958"
"94","H10","14","-9848.762","-36.602226","406.3669","571.8826"
"95","H11","14","-11898.468","-127.41731","5.5691013","-1071.3186"
"96","H12","14","-6820.377","468.95535","695.8565","-256.55978"
"1","A1","15","160339.2","13514.453","22606.34","183386.56"
"2","A2","15","170516.72","17774.568","21732.674","198636.7"
"3","A3","15","171564.11","18671.787","19722.432","197432.08"
"4","A4","15","158052.1","18605.215","17748.148","182114.98"
"5","A5","15","154696.23","19560.11","15566.52","179160.77"
"6","A6","15","149141.2","20138.154","15046.654","175290.5"
"7","A7","15","-4815.347","335.3576","-870.2503","115.50928"
"8","A8","15","-209.5337","599.64246","61.718834","1168.6166"
"9","A9","15","-6532.4497","-117.04907","-524.3777","751.4346"
"10","A10","15","-5110.1543","516.70276","298.70178","1256.6042"
"11","A11","15","-3352.181","623.0372","95.08193","113.44307"
"12","A12","15","-3071.7627","1430.7756","46.450798","1565.3025"
"13","B1","15","249907.38","16660.191","33692.848","200508.6"
"14","B2","15","247640.58","18953.936","29948.223","199290.7"
"15","B3","15","245575.39","20832.32","27024.998","197060.98"
"16","B4","15","153357.52","21133.64","16209.827","187746.56"
"17","B5","15","152111.42","20389.422","14063.177","175810.48"
"18","B6","15","167988.42","22573.275","16219.784","190014.34"
"19","B7","15","-4180.902","871.3563","205.57947","-82.054504"
"20","B8","15","-5467.193","-328.27362","-116.89574","-98.049576"
"21","B9","15","2869.5461","-311.3576","365.74442","-65.9957"
"22","B10","15","-7601.639","228.81937","-216.8767","-87.29934"
"23","B11","15","-4350.0522","33.789375","-6.1757503","-63.98401"
"24","B12","15","-10814.335","289.7994","462.52252","-232.13698"
"25","C1","15","199131.8","17667.879","25921.398","204518.36"
"26","C2","15","195111.47","19252.055","22274.549","197516.52"
"27","C3","15","194554.72","20861.672","20692.205","196293.08"
"28","C4","15","160554.73","21546.15","16106.171","187313.34"
"29","C5","15","166496.3","22509.807","15314.044","184440.67"
"30","C6","15","138157.66","18995.291","13904.977","148320.86"
"31","C7","15","-8855.7","-994.01","121.77719","123.696266"
"32","C8","15","-7668.902","-48.394123","-708.5236","50.630795"
"33","C9","15","-5351.6816","-208.2918","-416.9495","-393.05484"
"34","C10","15","-8001.934","-601.924","-559.57495","-318.24655"
"35","C11","15","-9175.742","-974.11475","-670.02026","-1467.8181"
"36","C12","15","-8225.224","-603.2854","-408.14487","-616.474"
"37","D1","15","175277.56","18641.695","22343.47","201874.58"
"38","D2","15","168135.38","18888.79","19060.238","191081.7"
"39","D3","15","171399.47","21828.273","17820.004","193480.81"
"40","D4","15","-5640.824","-332.21185","370.7925","604.4962"
"41","D5","15","-12649.334","-474.89032","-647.7429","-844.71857"
"42","D6","15","-6930.347","-356.8827","-804.16614","157.65115"
"43","D7","15","-3887.1082","11.979319","-298.69403","-67.709946"
"44","D8","15","-7616.0005","-372.21707","-426.9122","-522.29285"
"45","D9","15","-6937.822","139.26828","-398.8466","-543.379"
"46","D10","15","-6868.705","26.62714","249.64232","118.043625"
"47","D11","15","-11428.943","-568.85895","-102.21323","-379.892"
"48","D12","15","-9295.103","515.73553","293.5229","-28.45281"
"49","E1","15","170288.31","17210.74","21922.879","201911.17"
"50","E2","15","172218.53","19344.459","20466.465","200585.36"
"51","E3","15","166275.7","21153.13","17275.658","191165.5"
"52","E4","15","-6506.7314","325.40146","3.6229303","148.59525"
"53","E5","15","-4002.615","263.91245","427.7411","232.4113"
"54","E6","15","-3966.377","-317.1422","-320.11765","-519.6374"
"55","E7","15","-4716.8755","-361.0432","-165.39398","448.17352"
"56","E8","15","-8110.437","179.2039","-361.89185","448.58447"
"57","E9","15","-4499.6416","296.64636","395.69333","219.66583"
"58","E10","15","-6121.042","-216.36967","43.438427","-446.40656"
"59","E11","15","-8442.255","-166.90636","-621.1266","-240.55415"
"60","E12","15","-13172.085","-906.8923","-291.5696","-705.8469"
"61","F1","15","169563.1","17018.008","22616.264","197196.4"
"62","F2","15","159629.02","18272.61","19056.785","189566.42"
"63","F3","15","167949.48","20217.838","17577.014","192989.11"
"64","F4","15","-10862.317","31.638157","0.7368066","-330.81277"
"65","F5","15","-4007.3962","249.79967","595.94214","774.79266"
"66","F6","15","-11789.197","-1315.3442","-818.6212","-771.9854"
"67","F7","15","-9330.054","-556.33246","-158.5363","-858.63245"
"68","F8","15","-5160.8735","-516.25916","827.6265","49.04475"
"69","F9","15","-4274.816","10.124159","354.8879","109.27995"
"70","F10","15","-7773.762","-516.9377","-26.95454","171.05222"
"71","F11","15","-9610.277","-366.57346","52.605465","-433.14963"
"72","F12","15","-12204.735","-536.1356","503.06287","-386.51074"
"73","G1","15","170770.92","16559.002","23911.271","201598.53"
"74","G2","15","175070.33","18161.365","20674.953","200349.83"
"75","G3","15","166166.67","19173.664","18191.447","196174.02"
"76","G4","15","-8046.5825","-851.41846","-473.08755","871.4402"
"77","G5","15","-11623.161","-858.23346","107.624504","-449.79413"
"78","G6","15","-7723.5474","-451.2252","-716.1038","392.81284"
"79","G7","15","-5118.5435","-257.89377","78.28355","507.4321"
"80","G8","15","-8054.687","307.45395","-439.8633","-995.2763"
"81","G9","15","-7139.9277","152.62904","659.82086","1940.578"
"82","G10","15","-10792.974","-514.89417","-1054.0568","-467.8308"
"83","G11","15","-9623.0205","-974.05505","245.35204","-500.92007"
"84","G12","15","-13180.962","-1559.2725","183.80476","-524.70306"
"85","H1","15","173533.86","16112.07","26926.5","203940.2"
"86","H2","15","164757.58","16551.129","22175.67","194439.05"
"87","H3","15","161427.06","17791.371","20015.05","192820.17"
"88","H4","15","-6841.6924","-79.59694","920.21564","997.83453"
"89","H5","15","-684.3614","515.9557","1887.9171","526.03125"
"90","H6","15","-7728.949","855.7168","844.9999","546.69244"
"91","H7","15","-13316.851","-51.194477","-685.7167","-1508.6472"
"92","H8","15","-9268.758","216.61783","483.60876","-1186.686"
"93","H9","15","-16550.023","-367.97232","729.3184","262.92786"
"94","H10","15","-9520.3545","-102.83117","679.8081","830.1708"
"95","H11","15","-10721.227","-548.71906","-182.20053","-1116.3132"
"96","H12","15","-4992.3647","729.6059","498.1473","32.395275"
"1","A1","16","159814.38","13408.741","22877.1","183569.69"
"2","A2","16","170318.77","17384.371","21647.691","198227.3"
"3","A3","16","171067.86","18414.346","19847.404","197222.67"
"4","A4","16","157913.95","19054.18","17587.18","182504.73"
"5","A5","16","154863.55","19923.162","15933.316","179599.86"
"6","A6","16","149372.0","20389.826","15194.627","175486.11"
"7","A7","16","-5207.791","138.82701","-724.007","52.205677"
"8","A8","16","-712.7227","149.94556","159.70241","1180.0833"
"9","A9","16","-7959.694","234.77913","-496.4302","414.13712"
"10","A10","16","-4617.134","681.1651","-99.48237","1130.7299"
"11","A11","16","-2635.0898","907.57367","1009.7951","88.73762"
"12","A12","16","-3339.9612","1324.0355","414.27005","1666.2584"
"13","B1","16","266633.6","16536.885","36335.367","200766.1"
"14","B2","16","262422.44","18570.791","32630.684","199312.34"
"15","B3","16","261707.11","21141.244","28426.81","196985.69"
"16","B4","16","153625.84","20966.39","16007.908","187233.9"
"17","B5","16","151406.7","20744.93","14032.979","174543.7"
"18","B6","16","167657.42","22249.363","16126.642","189941.89"
