# File Name: C:\Users\Valls-testedDX\Desktop\n61_16.11.21_Advance_miRNA_RT-PCR_Neurognos_Copy.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 3 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 272323343
# Instrument Serial Number: 272323343
# Heated Cover Serial Number:
# Block Serial Number: 19041571
# Run Start Date/Time: 2021-11-16 10:47:06 AM CLST
# Run End Date/Time: 2021-11-16 11:23:49 AM CLST
# Run Duration: 36 minutes 42 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2021-11-16 11:39:36 AM CLST
# Software Name and Version: Design & Analysis Software v2.5.1
# Plugin Name and Version: Primary Analysis v1.6.0, Standard Curve v1.5.1
# Exported On: 2021-12-15 10:48:38 AM CLST
"Well","Well Position","Cycle Number","X1_M1","X3_M3","X2_M2","X4_M4"
"18","B6","20","167787.95","22678.582","15973.087","190400.33"
"19","B7","20","-4066.9883","556.5743","131.14946","-463.5819"
"20","B8","20","-5805.994","2.1029456","21.795021","-383.14673"
"21","B9","20","3219.5706","-898.71265","534.8717","-10.55467"
"22","B10","20","-8283.96","18.587801","-130.6407","-136.6092"
"23","B11","20","-4268.544","91.16646","676.0371","311.09668"
"24","B12","20","-11835.974","212.84187","146.17236","-124.634895"
"25","C1","20","278003.44","17707.477","36446.676","203760.36"
"26","C2","20","270932.22","19438.75","31836.293","197122.11"
"27","C3","20","270723.62","20931.785","28376.0","196012.33"
"28","C4","20","160941.27","21763.045","15991.851","187123.28"
"29","C5","20","167284.55","22369.332","15627.834","184235.72"
"30","C6","20","140828.17","18307.553","14241.741","147496.58"
"31","C7","20","-8267.592","-886.4848","0.5142826","100.76759"
"32","C8","20","-7738.146","162.83273","-590.683","-201.92609"
"33","C9","20","-6395.933","20.561535","4.116929","-356.2072"
"34","C10","20","-8169.5234","-338.5271","-114.56349","-212.82135"
"35","C11","20","-9323.7295","-1112.0171","120.88667","-1049.7197"
"36","C12","20","-8727.124","-601.64307","21.307484","-808.388"
"37","D1","20","217737.27","18238.928","27548.059","201649.3"
"38","D2","20","204742.67","19156.7","22957.107","190697.6"
"39","D3","20","211701.48","21470.31","21709.697","193067.02"
"40","D4","20","-5988.6553","-382.0729","167.8259","764.4915"
"41","D5","20","-12184.868","-569.7801","-949.98865","-693.5364"
"42","D6","20","-7009.0273","-293.65005","-733.3884","82.01163"
"43","D7","20","-4749.832","-365.65387","-76.515945","-7.8364143"
"44","D8","20","-8062.0234","-551.19324","-177.26285","-343.4959"
"45","D9","20","-7302.8804","429.99243","-560.2544","-543.0801"
"46","D10","20","-6996.3247","40.94944","-72.74544","-142.05112"
"47","D11","20","-11144.456","-583.29297","-252.64801","-416.13455"
"48","D12","20","-9438.123","457.60254","-117.05653","-95.737495"
"49","E1","20","179253.27","17238.004","23067.82","201749.61"
"50","E2","20","178570.9","18998.406","20913.842","200265.14"
"51","E3","20","174287.05","20643.697","18099.008","190640.6"
"52","E4","20","-6212.2983","-272.94058","358.73743","23.225996"
"53","E5","20","-4673.6235","-60.5156","18.053074","106.69201"
"54","E6","20","-3837.2117","-259.98474","-13.368504","-733.846"
"55","E7","20","-4896.311","-232.96399","-118.305695","453.6408"
"56","E8","20","-8228.431","185.94963","-621.48553","351.164"
"57","E9","20","-5275.16","217.59224","381.4829","-134.8982"
"58","E10","20","-5740.1367","176.34435","79.36427","-806.2697"
"59","E11","20","-8607.768","-626.4219","-959.27313","-572.2566"
"60","E12","20","-12252.79","-711.96796","-497.54706","-744.92914"
"61","F1","20","171454.02","17360.32","22422.998","196894.33"
"62","F2","20","162012.58","18377.777","18838.68","189745.47"
"63","F3","20","168688.89","20545.703","17580.525","192600.17"
"64","F4","20","-10062.8125","-141.77089","-68.648506","-330.94586"
"65","F5","20","-4960.0244","40.956764","750.7908","691.7852"
"66","F6","20","-12076.091","-1113.5359","-714.0879","-626.79004"
"67","F7","20","-9097.282","-590.76843","-197.49065","-453.33063"
"68","F8","20","-4513.253","-379.5018","506.70703","260.5185"
"69","F9","20","-4170.068","141.02892","515.72644","838.7793"
"70","F10","20","-7893.1743","-142.71513","174.17159","111.375465"
"71","F11","20","-9651.359","-376.11606","-437.54996","-63.524975"
"72","F12","20","-11997.539","-147.14139","-73.71322","-39.608475"
"73","G1","20","171261.12","16663.277","23922.727","201647.69"
"74","G2","20","176416.94","18249.197","20891.578","199945.62"
"75","G3","20","167528.69","18791.951","18427.834","195863.4"
"76","G4","20","-9109.563","-459.87683","-415.38342","666.13824"
"77","G5","20","-11473.462","-524.7021","-341.92642","-361.37265"
"78","G6","20","-7189.4907","-498.67584","-314.84824","952.391"
"79","G7","20","-5231.3384","-144.68442","88.27821","406.21942"
"80","G8","20","-7528.5444","169.54453","-525.20026","-1001.78815"
"81","G9","20","-5664.0137","569.41364","1321.9542","2503.5876"
"82","G10","20","-11051.903","-430.24258","-678.5936","-392.94302"
"83","G11","20","-9833.95","-1161.3218","112.59878","-93.74892"
"84","G12","20","-14416.371","-1238.5779","352.988","-610.39"
"85","H1","20","177666.52","16641.348","27534.22","203937.34"
"86","H2","20","165065.92","16669.445","22253.451","194553.62"
"87","H3","20","162441.06","18194.123","20292.924","192328.2"
"88","H4","20","-5945.551","462.5238","1274.8635","1012.60443"
"89","H5","20","717.59015","350.76108","1703.6561","-91.10246"
"90","H6","20","-8055.6562","1164.752","802.89905","592.1826"
"91","H7","20","-13102.995","259.19522","-680.094","-1470.9436"
"92","H8","20","-8714.583","-111.72166","246.18661","-1360.1298"
"93","H9","20","-15631.055","-659.0675","815.5878","-120.359924"
"94","H10","20","-9929.337","-16.870632","911.3939","883.90485"
"95","H11","20","-10214.798","-345.74286","197.94725","-1023.8006"
"96","H12","20","-5337.362","566.27325","876.7636","-290.8718"
"1","A1","21","162265.97","13441.554","23009.256","184130.66"
"2","A2","21","171659.77","17310.518","22151.031","198893.14"
"3","A3","21","171881.5","18153.059","20278.004","197344.02"
"4","A4","21","158965.08","18898.564","17484.092","182444.4"
"5","A5","21","154802.56","19617.223","15913.836","179820.31"
"6","A6","21","151258.8","20448.684","15464.484","175833.8"
"7","A7","21","-4990.848","64.767876","-779.60077","220.74188"
"8","A8","21","-282.8763","196.13728","441.11142","1205.5554"
"9","A9","21","-6819.704","-196.80692","-589.2732","476.3541"
"10","A10","21","-5199.749","535.14526","461.60187","1169.1172"
"11","A11","21","-2418.4092","907.43164","1488.1398","90.980804"
"12","A12","21","-1966.9465","1269.4232","1060.7202","1618.3818"
"13","B1","21","333164.16","16974.297","46341.98","200511.83"
"14","B2","21","329622.75","18667.668","40524.098","199562.16"
"15","B3","21","329212.3","21468.549","36774.332","197094.25"
"16","B4","21","154369.94","21044.406","16395.299","187764.61"
"17","B5","21","153057.73","20767.074","14326.131","174660.23"
"18","B6","21","168952.92","22703.078","15628.609","189156.81"
"19","B7","21","-3006.2327","509.3716","221.42688","-338.3427"
"20","B8","21","-5179.5186","61.574463","24.132505","-416.24734"
"21","B9","21","3789.5403","-249.47299","316.26328","-476.34344"
"22","B10","21","-6305.98","222.9981","-376.5253","43.81384"
"23","B11","21","-3946.4453","365.5734","219.85141","-165.67558"
"24","B12","21","-11438.803","172.71254","733.6648","-726.52875"
"25","C1","21","292305.97","17985.96","38337.918","204272.55"
"26","C2","21","286365.97","19405.13","33160.133","197032.75"
"27","C3","21","284978.28","21164.932","29858.803","195813.42"
"28","C4","21","161690.83","21724.863","16155.13","187210.86"
"29","C5","21","167903.39","22538.467","15683.94","183760.48"
"30","C6","21","141719.89","18621.402","14222.912","147950.88"
"31","C7","21","-7744.484","-523.04675","60.53217","-109.56882"
"32","C8","21","-7798.5635","-252.61621","-522.40594","-436.5514"
"33","C9","21","-5811.44","75.62355","-59.988667","-532.1163"
"34","C10","21","-8130.7935","-224.32935","-521.64813","-370.32162"
"35","C11","21","-8711.38","-1033.5026","-506.32532","-1328.4757"
"36","C12","21","-9110.207","-80.5689","-76.54463","-966.6306"
"37","D1","21","235072.38","18166.707","29523.596","201975.72"
"38","D2","21","220122.17","18966.822","24860.123","190834.16"
"39","D3","21","228468.94","21350.988","23733.656","193378.5"
"40","D4","21","-5795.946","-625.33777","392.76236","878.5078"
"41","D5","21","-12362.281","-843.8903","-714.0557","-534.1139"
"42","D6","21","-5875.848","-155.1817","-311.65466","-61.62059"
"43","D7","21","-3878.1035","-401.95032","-313.7975","130.74254"
"44","D8","21","-6934.998","-325.8454","10.080235","-374.919"
"45","D9","21","-6353.2036","399.4601","250.29869","-387.5038"
"46","D10","21","-5990.7847","206.68176","132.67632","336.936"
"47","D11","21","-11157.458","-741.4748","-357.19162","-63.929703"
"48","D12","21","-8812.038","260.81033","120.94927","216.96835"
"49","E1","21","186027.5","16839.607","23543.314","201808.64"
"50","E2","21","184653.66","19220.031","21116.416","200012.06"
"51","E3","21","180733.4","20391.29","18494.848","190454.55"
"52","E4","21","-6698.0103","-261.6387","-156.67195","67.730606"
"53","E5","21","-3031.7747","-191.03198","316.79947","-193.32402"
"54","E6","21","-3946.2922","198.38998","-111.36493","-474.7518"
"55","E7","21","-3971.9517","-380.4675","-380.74295","376.57806"
"56","E8","21","-7516.6567","312.89218","-695.23883","-234.46776"
"57","E9","21","-4735.6343","43.25746","205.40302","-117.40365"
"58","E10","21","-4933.904","-223.52942","9.114933","-836.64606"
"59","E11","21","-8393.894","-457.81015","-1111.6566","-680.2302"
"60","E12","21","-12201.215","-909.33307","-513.2728","-1241.1975"
"61","F1","21","171775.06","16769.76","22263.016","196241.8"
"62","F2","21","163049.42","17887.916","19248.705","188751.31"
"63","F3","21","168904.47","20143.973","17231.63","192060.22"
"64","F4","21","-10228.572","-305.11456","-86.07276","-361.591"
"65","F5","21","-4814.577","366.01065","969.7329","305.4143"
"66","F6","21","-11413.26","-1583.4811","-813.5887","-1030.7289"
"67","F7","21","-8786.328","-892.8814","117.0194","-847.08057"
"68","F8","21","-4403.095","-631.67633","928.71313","128.2938"
"69","F9","21","-2657.9521","239.2682","1013.15234","609.425"
"70","F10","21","-7383.4175","53.891457","301.48346","-8.697145"
"71","F11","21","-9335.58","-691.13513","70.358154","-400.5039"
"72","F12","21","-13154.684","-625.4841","84.85874","-703.58575"
"73","G1","21","172443.45","16263.204","22929.928","202299.12"
"74","G2","21","176866.45","18554.24","21163.533","199916.25"
"75","G3","21","168700.06","18995.785","18269.7","196454.12"
"76","G4","21","-9169.951","-999.97595","-599.28516","560.21783"
"77","G5","21","-10493.584","-362.58383","-391.61237","-197.75974"
"78","G6","21","-6861.46","-57.55273","-328.84158","1130.1527"
"79","G7","21","-4699.8784","-469.4878","209.80687","86.12262"
"80","G8","21","-6915.1978","573.34955","-494.61603","-965.4752"
"81","G9","21","-5448.725","91.10758","1506.7699","2528.9734"
"82","G10","21","-10604.043","-17.060764","-311.70984","-220.27415"
"83","G11","21","-9206.287","-507.94595","195.61519","-183.03297"
"84","G12","21","-14039.939","-1117.2894","-62.390907","-557.72473"
"85","H1","21","174459.9","16300.015","27130.92","203081.0"
"86","H2","21","165833.23","16386.14","22336.594","194439.89"
"87","H3","21","162515.9","18012.62","20135.514","191948.6"
"88","H4","21","-6586.3296","-157.08627","912.44586","856.2692"
"89","H5","21","73.85535","456.945","1754.1732","688.6"
"90","H6","21","-8569.181","898.0021","890.81573","480.60956"
"91","H7","21","-13156.449","144.13927","-853.9056","-1449.7338"
"92","H8","21","-8388.534","120.25037","288.4685","-1417.4862"
"93","H9","21","-15157.502","-704.17993","446.71094","52.165913"
"94","H10","21","-10234.689","-117.75346","51.11193","929.69324"
"95","H11","21","-10781.384","-546.40533","-1078.6721","-1126.1757"
"96","H12","21","-5118.625","552.7475","411.1194","146.80405"
"1","A1","22","162323.89","13003.61","22624.07","184123.27"
"2","A2","22","171457.36","17609.818","21569.768","198862.66"
"3","A3","22","172722.42","18514.717","20534.896","197249.92"
"4","A4","22","159456.6","18572.8","17977.572","181977.81"
"5","A5","22","156523.34","19307.791","15866.595","179484.67"
"6","A6","22","151164.08","20296.41","15104.904","175709.02"
"7","A7","22","-4979.5254","132.39523","-689.23","304.1126"
"8","A8","22","-777.0775","36.081036","375.5584","1143.6129"
"9","A9","22","-6972.8794","104.523994","-545.0756","402.06158"
"10","A10","22","-4855.4595","613.00073","284.30148","1189.8539"
"11","A11","22","-2494.894","234.14412","1341.867","266.24332"
"12","A12","22","-1443.6615","1406.7621","913.99603","1534.3406"
"13","B1","22","345851.97","16289.07","47914.24","200603.39"
"14","B2","22","340966.53","18318.34","41819.715","199349.47"
"15","B3","22","340183.4","21296.824","37870.324","196686.95"
"16","B4","22","154160.27","20937.238","16442.158","187192.66"
"17","B5","22","153717.92","20432.71","14216.6045","174633.31"
"18","B6","22","168464.34","22394.926","16379.938","189008.02"
"19","B7","22","-2997.279","272.91513","415.29593","-283.76724"
"20","B8","22","-4683.188","-177.5259","-395.9671","-204.84332"
"21","B9","22","3191.306","-531.96967","271.88925","-311.9135"
"22","B10","22","-7633.4673","20.405708","-557.3992","-346.09863"
"23","B11","22","-4064.4744","-84.44615","375.71417","248.76498"
"24","B12","22","-10537.036","69.09381","402.89136","-328.04297"
"25","C1","22","306657.75","17977.266","40192.723","204195.78"
"26","C2","22","300948.94","19264.432","34979.254","197478.58"
"27","C3","22","299287.97","21094.29","31440.322","196197.88"
"28","C4","22","161468.61","21816.334","15944.029","187368.97"
"29","C5","22","167690.72","22339.977","15798.6875","183839.33"
"30","C6","22","142173.89","18695.344","13942.709","147558.08"
"31","C7","22","-7664.662","-867.37396","-243.45248","197.41727"
"32","C8","22","-6986.6387","-383.9436","-419.53595","38.48181"
"33","C9","22","-6411.5957","217.25475","-275.12534","30.726109"
"34","C10","22","-8235.913","-551.424","-336.30502","-407.62686"
"35","C11","22","-9157.382","-700.7351","-523.6209","-1052.9183"
"36","C12","22","-8781.24","37.17806","-612.79114","-739.17"
"37","D1","22","250139.78","18372.105","32251.482","201833.98"
"38","D2","22","235467.62","18859.041","26944.418","190706.64"
"39","D3","22","244444.86","21222.062","25575.57","193039.0"
"40","D4","22","-5848.5405","-554.785","4.079748","656.84125"
"41","D5","22","-12359.84","-846.4968","-823.448","-861.41895"
"42","D6","22","-7088.5615","-63.37682","-597.4491","15.990393"
"43","D7","22","-3902.395","-604.82184","-224.39464","-42.202084"
"44","D8","22","-7519.366","-293.59198","-502.3438","-981.00433"
"45","D9","22","-6774.989","-41.41455","-108.14515","-552.5912"
"46","D10","22","-6610.214","71.99096","-199.37796","114.37947"
"47","D11","22","-10784.559","-818.9271","173.0694","-751.61816"
"48","D12","22","-10641.19","100.1486","-11.394027","-298.83755"
"49","E1","22","195474.6","17002.246","25184.764","201449.2"
"50","E2","22","193431.17","19061.395","22163.129","200313.62"
"51","E3","22","189632.72","20521.297","19374.525","190604.25"
"52","E4","22","-6277.3228","-342.8396","226.18747","238.04648"
"53","E5","22","-4690.2783","-139.77621","87.32381","297.53915"
"54","E6","22","-4557.489","-336.73666","-126.916","-520.94543"
"55","E7","22","-3846.4792","-193.12114","-222.53772","643.91736"
"56","E8","22","-7467.7764","325.62668","-623.56555","156.28345"
"57","E9","22","-4397.685","25.44835","212.80634","-119.19305"
"58","E10","22","-5089.285","-258.75174","122.41782","-173.10786"
"59","E11","22","-8143.305","-658.43384","-801.9126","-174.49101"
"60","E12","22","-12649.53","-650.6192","-505.70004","-884.5593"
"61","F1","22","174441.27","17137.35","22670.697","196323.55"
"62","F2","22","165064.22","18415.535","18911.693","189068.02"
"63","F3","22","169589.78","20476.373","17746.559","192371.44"
"64","F4","22","-9938.003","105.53266","-217.78848","-153.0976"
"65","F5","22","-3371.623","79.381516","697.0656","498.088"
"66","F6","22","-11637.196","-1332.1655","-744.9712","-930.7768"
"67","F7","22","-8726.263","-531.9021","-67.6019","-843.6913"
"68","F8","22","-4069.258","160.22676","438.00488","82.81321"
"69","F9","22","-1927.9845","-380.546","1443.1201","1147.9445"
"70","F10","22","-7881.1543","-28.425774","-53.50634","178.54753"
"71","F11","22","-9154.97","-267.39175","-61.55818","-453.68958"
"72","F12","22","-12337.138","-627.6389","367.29974","-353.96463"
"73","G1","22","173170.83","16449.332","23907.268","201932.28"
"74","G2","22","177689.78","17726.547","21189.273","200510.83"
"75","G3","22","169155.05","19295.334","18874.465","195759.86"
"76","G4","22","-8534.256","-739.91656","-279.61606","852.09503"
"77","G5","22","-10965.217","-680.4966","-460.9423","-199.95622"
"78","G6","22","-7382.882","-609.8924","-361.91965","784.8196"
"79","G7","22","-5311.066","8.39891","178.38338","294.47876"
"80","G8","22","-8544.556","177.46605","-241.71753","-927.5092"
"81","G9","22","-5916.9717","386.47925","1702.4019","2663.058"
"82","G10","22","-11666.614","-137.46","-874.36426","-244.00693"
"83","G11","22","-9749.912","-811.21234","391.1309","-78.38335"
"84","G12","22","-14266.067","-1034.5714","372.97925","-1.7140383"
"85","H1","22","176903.16","16818.264","27877.287","204105.8"
"86","H2","22","166380.47","16319.307","21881.328","194544.6"
"87","H3","22","162367.06","17850.379","20038.082","192245.44"
"88","H4","22","-6284.083","-409.562","621.1993","1375.8594"
"89","H5","22","122.72032","247.00694","1543.07","272.18912"
"90","H6","22","-7549.9497","696.5732","678.7549","438.99792"
"91","H7","22","-12162.526","-64.09573","-1119.7004","-1049.1515"
"92","H8","22","-8560.732","34.337868","84.85136","-892.5739"
"93","H9","22","-14531.248","-564.7131","566.4817","102.39146"
"94","H10","22","-9438.487","113.845566","91.9501","765.8636"
"95","H11","22","-10641.919","-531.4376","-692.6124","-972.26575"
"96","H12","22","-6140.715","236.68117","548.55334","80.375435"
"1","A1","23","161575.17","13484.324","23368.762","183218.73"
"2","A2","23","171703.34","17639.584","22097.045","198674.62"
"3","A3","23","172949.27","18291.76","20170.02","197281.84"
"4","A4","23","159373.5","19019.111","17998.982","181823.78"
"5","A5","23","155519.8","19334.191","16507.775","179810.92"
"6","A6","23","151477.69","20230.197","15699.492","175568.14"
"7","A7","23","-4484.263","214.5097","-467.78445","251.87799"
"8","A8","23","715.26135","444.90063","832.91394","1143.8004"
"9","A9","23","-7120.1714","265.1928","-493.09146","634.02026"
"10","A10","23","-4439.681","553.86224","170.41777","1154.2871"
"11","A11","23","-1811.6057","633.68805","1608.7902","49.223114"
"12","A12","23","-1706.5142","1702.5226","1472.0775","1623.0643"
"13","B1","23","355602.53","16631.992","49261.254","200616.38"
"14","B2","23","351494.84","18452.777","42458.477","198901.53"
"15","B3","23","350339.6","21147.39","38196.08","196790.1"
"16","B4","23","154002.81","20721.047","16172.171","187062.03"
"17","B5","23","153396.72","20676.766","14107.319","174512.05"
"18","B6","23","168803.84","22675.674","15545.999","188853.62"
"19","B7","23","-3945.8699","545.67847","283.14105","-386.29224"
"20","B8","23","-5718.589","-66.849266","-347.89185","-269.08838"
"21","B9","23","2848.9402","-540.98615","-55.5707","158.73161"
"22","B10","23","-7418.3794","407.2028","24.038237","-163.03236"
"23","B11","23","-3781.2397","-202.4641","-742.0","317.30334"
"24","B12","23","-10682.6045","224.14365","255.9544","-720.4577"
"25","C1","23","319066.5","17444.066","41657.53","204419.02"
"26","C2","23","314527.44","19655.252","36422.082","197282.05"
"27","C3","23","312893.25","20787.23","32935.703","196055.58"
"28","C4","23","162559.38","21551.158","16130.067","187334.75"
"29","C5","23","168344.6","22273.182","15630.596","183767.31"
"30","C6","23","142467.89","18698.625","14362.356","147575.02"
"31","C7","23","-6944.6553","-995.8134","435.08618","348.57187"
"32","C8","23","-7737.834","-486.84656","-486.6234","-161.24277"
"33","C9","23","-5935.592","-27.34729","-87.32889","-151.98778"
"34","C10","23","-7493.3066","-713.50214","-309.9374","-305.81442"
"35","C11","23","-8242.526","-1021.388","-591.0239","-1338.4484"
"36","C12","23","-8483.751","-533.5467","-839.09973","-390.24603"
"37","D1","23","266398.38","18503.34","34228.664","201716.66"
"38","D2","23","250347.11","18963.172","28147.828","190716.06"
"39","D3","23","259818.3","21746.742","26989.035","193092.98"
"40","D4","23","-5882.537","-565.9767","-72.8147","850.17883"
"41","D5","23","-12246.757","-696.9372","-716.3266","-864.3933"
"42","D6","23","-6368.783","-1.9943188","-559.74097","149.49652"
"43","D7","23","-3960.5469","-381.72675","-309.98383","-53.415684"
"44","D8","23","-7367.557","-672.4179","-289.01752","-646.0638"
"45","D9","23","-6876.3535","228.55959","-458.6067","-665.88275"
"46","D10","23","-6645.2725","70.47193","172.50586","109.387596"
"47","D11","23","-11069.088","-841.15497","-116.87309","-699.7625"
"48","D12","23","-9177.724","64.36297","-144.85774","-97.39523"
"49","E1","23","208992.52","16882.537","26218.781","201411.78"
"50","E2","23","206166.36","19003.727","23563.223","199928.53"
"51","E3","23","202347.28","20430.146","20738.664","190601.17"
"52","E4","23","-6340.6997","-446.30115","-13.290702","323.37222"
"53","E5","23","-4109.634","-187.23071","85.88087","68.01992"
"54","E6","23","-3289.3164","-397.6012","-54.781063","-324.61304"
"55","E7","23","-3829.9048","-449.43323","-37.677715","602.23206"
"56","E8","23","-7891.5317","235.47908","-278.12094","146.08119"
"57","E9","23","-4701.9185","45.583702","119.31575","-203.10294"
"58","E10","23","-4917.014","-1.0615896","-227.01656","-203.65126"
"59","E11","23","-8597.211","-509.547","-605.8048","-300.79114"
"60","E12","23","-12155.3545","-661.3681","-1055.4313","-695.8187"
"61","F1","23","175614.66","17059.297","22707.145","196563.83"
"62","F2","23","166450.2","18326.662","19175.97","189207.31"
"63","F3","23","173234.31","20522.11","17614.75","192228.53"
"64","F4","23","-10362.0205","-289.8545","-173.25636","52.60914"
"65","F5","23","-3597.1047","-279.93387","822.3786","730.0334"
"66","F6","23","-10668.396","-1619.4872","-1101.5638","-792.9779"
"67","F7","23","-8786.555","-95.11764","-511.11047","-475.14993"
"68","F8","23","-3846.461","-78.66471","599.07855","225.4469"
"69","F9","23","-1092.1084","100.41971","1547.236","934.85254"
"70","F10","23","-7669.3706","-198.07486","-107.34009","5.380778"
"71","F11","23","-9689.829","-499.3188","49.46133","-122.12362"
"72","F12","23","-12661.22","-524.6029","-798.4782","-160.69559"
"73","G1","23","172914.58","16806.78","23302.918","201960.12"
"74","G2","23","177846.69","18068.09","20615.986","200008.42"
"75","G3","23","168733.44","19214.002","18416.887","195323.27"
"76","G4","23","-9288.129","-460.3441","-406.80252","526.7693"
"77","G5","23","-10677.82","-614.1577","-344.5893","-290.7104"
"78","G6","23","-7121.855","-429.65118","-896.68365","453.33875"
"79","G7","23","-5117.154","-206.50482","-17.691822","197.14264"
"80","G8","23","-7624.5874","343.89297","73.65281","-1111.3936"
"81","G9","23","-5490.348","154.9239","1762.2391","2618.36"
"82","G10","23","-9782.891","-61.396084","-463.16028","-317.0085"
"83","G11","23","-8690.522","-403.97662","556.7695","-309.04398"
"84","G12","23","-13626.616","-1062.6305","885.65875","-663.0911"
"85","H1","23","177177.08","16236.75","27011.592","204027.28"
"86","H2","23","166127.89","16507.291","22389.287","194369.23"
"87","H3","23","163449.4","17920.451","19709.07","192028.98"
"88","H4","23","-6425.0977","-581.5026","1099.4939","1008.6815"
"89","H5","23","-177.38205","274.0254","2088.7095","449.3023"
"90","H6","23","-8080.057","920.41174","346.79095","290.26575"
"91","H7","23","-12500.991","-64.440956","-1257.9694","-1580.223"
"92","H8","23","-8686.62","183.32106","230.0314","-676.4427"
"93","H9","23","-15409.015","-697.5789","423.66083","309.2095"
"94","H10","23","-9808.145","356.59137","675.6019","841.4007"
"95","H11","23","-11358.678","-566.2748","-85.98042","-1308.9784"
"96","H12","23","-5647.224","562.0336","642.3347","280.4757"
"1","A1","24","162374.34","13875.032","22619.498","183536.45"
"2","A2","24","173832.75","17321.98","21473.938","198970.72"
"3","A3","24","173529.72","18150.635","20233.21","197621.75"
"4","A4","24","159304.17","18982.748","17774.945","182421.34"
"5","A5","24","156646.6","19507.242","15650.948","179107.72"
"6","A6","24","152344.98","20328.53","15365.394","175288.45"
"7","A7","24","-4819.472","373.27924","-671.14966","1.6927319"
"8","A8","24","750.228","607.9352","423.06757","1040.0035"
"9","A9","24","-5983.9624","-148.539","-537.88446","349.35217"
"10","A10","24","-4553.916","583.43146","-197.0932","1128.725"
"11","A11","24","-2023.3713","782.964","1047.9349","565.7842"
"12","A12","24","-2238.6824","1986.9697","820.8826","1723.7435"
"13","B1","24","367164.2","16871.527","50316.934","200949.05"
"14","B2","24","361407.25","18462.982","43748.02","199209.08"
"15","B3","24","361691.44","21193.494","39216.023","196526.14"
"16","B4","24","154466.16","20796.773","15679.677","187180.06"
"17","B5","24","154017.19","20469.154","13859.585","174698.08"
"18","B6","24","169365.9","22501.217","15945.743","189000.1"
"19","B7","24","-3015.6934","419.71664","-307.56168","-166.96407"
"20","B8","24","-5428.095","-133.5971","-496.48907","-291.19064"
"21","B9","24","4040.12","-535.27264","223.65009","48.654373"
"22","B10","24","-7256.312","451.71667","-573.0232","-187.04927"
"23","B11","24","-3256.1326","259.2615","74.110504","134.976"
"24","B12","24","-10614.933","148.74498","-17.396414","-914.3683"
"25","C1","24","331229.5","17570.324","43822.75","204550.08"
"26","C2","24","326098.7","19222.457","37510.258","197260.12"
"27","C3","24","324637.84","21080.824","33630.312","196128.8"
"28","C4","24","162185.28","21766.662","16019.851","187525.8"
"29","C5","24","167908.31","22631.76","15667.298","184058.67"
"30","C6","24","141887.62","18725.793","14044.943","147506.94"
"31","C7","24","-7242.7617","-548.46967","90.10418","172.6209"
"32","C8","24","-7683.3296","-30.490986","-453.38434","157.8022"
"33","C9","24","-6282.1016","12.550743","-450.37918","-267.3115"
"34","C10","24","-8793.809","-735.6046","-174.19347","43.76407"
"35","C11","24","-9205.995","-825.7438","-382.9913","-1009.6253"
"36","C12","24","-9251.134","-467.0703","-740.139","-166.28317"
"37","D1","24","282279.88","18075.621","35710.938","201555.78"
"38","D2","24","265907.0","18635.799","30600.408","190227.03"
"39","D3","24","275771.34","21219.39","28350.717","193300.38"
"40","D4","24","-6136.6133","-124.31898","31.517107","312.397"
"41","D5","24","-12125.613","-656.9265","-842.6052","-850.6202"
"42","D6","24","-7086.652","-526.6301","-460.61526","72.50535"
"43","D7","24","-4064.3823","-359.79877","-114.634605","164.51382"
"44","D8","24","-6809.9326","-665.2273","-581.50183","-535.6904"
"45","D9","24","-7183.6777","54.90544","-40.110714","-359.356"
"46","D10","24","-6448.657","332.2485","-223.03865","-23.746292"
"47","D11","24","-11016.557","-587.9067","-479.67578","-526.42554"
"48","D12","24","-9516.665","343.7277","112.807594","-272.6388"
"49","E1","24","224649.72","17250.41","28716.467","201810.38"
"50","E2","24","220949.75","19443.627","25446.197","200365.81"
"51","E3","24","216766.72","20883.912","21891.104","190582.47"
"52","E4","24","-5841.754","-395.94757","-158.75409","390.0841"
"53","E5","24","-3546.1868","-359.11768","230.09724","-108.89904"
"54","E6","24","-3801.6309","-46.833424","-503.15128","-413.77228"
"55","E7","24","-4124.1543","117.41447","14.654893","690.6533"
"56","E8","24","-7457.1226","273.97003","-563.2148","120.440895"
"57","E9","24","-4836.764","312.70126","329.24228","-324.94962"
"58","E10","24","-4686.9014","-332.6245","15.95532","-355.46237"
"59","E11","24","-8144.8867","-837.3121","-1073.0526","-979.57947"
"60","E12","24","-13222.11","-738.18317","-98.37129","-952.58484"
"61","F1","24","178971.33","17722.4","23701.191","195850.45"
"62","F2","24","169969.0","18257.916","19930.453","189126.78"
"63","F3","24","176195.25","20496.219","18414.9","191849.25"
"64","F4","24","-10066.491","-110.9365","91.982956","-235.98254"
"65","F5","24","-3636.4133","78.70026","992.7454","757.3063"
"66","F6","24","-11620.411","-1207.4216","-791.07","-826.4882"
